BoM_Item_ID,Parent_Model_ID,Hausa_Model_Name,Component_Name,Quantity,Unit_of_Measure,Category_Key,SubCategory_Key,Quality_Key,Story,2D Symbol,3D Axonometry,Height (Z Size),Length (A),Width (B),Related Zone Number,Building Materials (All),2D_Symbol_URL,3D_Axonometry_URL,Imported_To_Project
SIP-247,HAU-005,U3 X3 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,7,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Ground,,,10,1220,2440,U3 X3 R,,,,
SIP-248,HAU-005,U3 X3 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,First,,,10,1220,2440,U3 X3 L,,,,
SIP-249,HAU-005,U3 X3 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,7,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,First,,,10,1220,2440,U3 X3 R,,,,
SIP-250,HAU-005,U3 X3 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Second,,,10,1220,2440,U3 X3 L,,,,
SIP-251,HAU-005,U3 X3 ,SIP MGO BOARD - FULL CEILING - 10 x 1220 x 2440 mm,10,unit,SIP_PANELS,CEILING_PANEL,STANDARD_FIXED,Second,,,10,1220,2440,U3 X3 R,,,,
SIP-272,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1075,110,U3 X3 L,,,,
SIP-273,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1075,110,U3 X3 R,,,,
SIP-278,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1125,110,U3 X3 L,,,,
SIP-279,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1125,110,U3 X3 R,,,,
SIP-280,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,1125,110,U3 X3 R,,,,
SIP-294,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Right End,3,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1125,110,U3 X3 L,,,,
SIP-295,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1125,110,U3 X3 L,,,,
SIP-296,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1075 x 2630 mm - Right End,3,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,1125,110,U3 X3 L,,,,
SIP-307,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1220,110,U3 X3 L,,,,
SIP-308,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,4,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1220,110,U3 X3 L,,,,
SIP-309,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1220,110,U3 X3 R,,,,
SIP-310,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,1220,110,U3 X3 L,,,,
SIP-327,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,110,U3 X3 R,,,,
SIP-328,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U3 X3 R,,,,
SIP-329,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,1270,110,U3 X3 R,,,,
SIP-346,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,1270,110,U3 X3 R,,,,
SIP-347,HAU-005,U3 X3 ,WALL SIP MGO 110 x 1220 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,1270,110,U3 X3 R,,,,
SIP-351,HAU-005,U3 X3 ,WALL SIP MGO 110 x 152 x 2630 mm - Left End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,152,110,U3 X3 L,,,,
SIP-355,HAU-005,U3 X3 ,WALL SIP MGO 110 x 152 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,202,110,U3 X3 L,,,,
SIP-356,HAU-005,U3 X3 ,WALL SIP MGO 110 x 152 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,202,110,U3 X3 L,,,,
SIP-375,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,330,109,U3 X3 L,,,,
SIP-376,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,305,110,U3 X3 L,,,,
SIP-385,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,354,110,U3 X3 L,,,,
SIP-386,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Middle,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,354,110,U3 X3 L,,,,
SIP-39,HAU-005,U3 X3 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Roof,,,435,1128,155,U3 X3 L,,,,
SIP-40,HAU-005,U3 X3 ,4.76 SLANTED END SIP MGO 155 x 1075 x 572 mm - Right End,1,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Roof,,,435,1128,155,U3 X3 R,,,,
SIP-400,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2609,305,110,U3 X3 L,,,,
SIP-401,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2609,305,110,U3 X3 L,,,,
SIP-402,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2609,305,110,U3 X3 L,,,,
SIP-408,HAU-005,U3 X3 ,WALL SIP MGO 110 x 305 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,355,110,U3 X3 L,,,,
SIP-420,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,610,111,U3 X3 L,,,,
SIP-421,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,610,111,U3 X3 R,,,,
SIP-422,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,610,111,U3 X3 L,,,,
SIP-423,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,610,111,U3 X3 R,,,,
SIP-432,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Middle,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,656,110,U3 X3 L,,,,
SIP-433,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Middle,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,656,110,U3 X3 L,,,,
SIP-449,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2609,610,110,U3 X3 L,,,,
SIP-450,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Neutral,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2609,610,110,U3 X3 L,,,,
SIP-461,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2616,661,110,U3 X3 R,,,,
SIP-462,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,First,,,2616,661,110,U3 X3 L,,,,
SIP-463,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,661,110,U3 X3 L,,,,
SIP-464,HAU-005,U3 X3 ,WALL SIP MGO 110 x 610 x 2630 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2616,661,110,U3 X3 R,,,,
SIP-469,HAU-005,U3 X3 ,WALL SIP MGO 155 x 1070 x 2750 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2756,1071,155,U3 X3 R,,,,
SIP-470,HAU-005,U3 X3 ,WALL SIP MGO 155 x 1070 x 2750 mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2756,1071,155,U3 X3 R,,,,
SIP-473,HAU-005,U3 X3 ,WALL SIP MGO 155 x 1220 x 2440mm - Left End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2445,1220,159,U3 X3 L,,,,
SIP-524,HAU-005,U3 X3 ,WALL SIP MGO 155 x 1220 x 2750 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2750,1272,159,U3 X3 R,,,,
SIP-525,HAU-005,U3 X3 ,WALL SIP MGO 155 x 1220 x 2750 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2750,1272,159,U3 X3 R,,,,
SIP-592,HAU-005,U3 X3 ,WALL SIP MGO 155 x 1220 x 2750 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2758,1268,157,U3 X3 R,,,,
SIP-604,HAU-005,U3 X3 ,WALL SIP MGO 155 x 305 x 2630 mm - Neutral,2,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Ground,,,2647,305,155,U3 X3 R,,,,
SIP-61,HAU-005,U3 X3 ,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Roof,,,435,1272,156,U3 X3 L,,,,
SIP-62,HAU-005,U3 X3 ,4.76 SLANTED END SIP MGO 155 x 1220 x 572 mm - Middle,8,unit,SIP_PANELS,SLANTED_ROOF_PANEL,STANDARD_FIXED,Roof,,,435,1272,156,U3 X3 R,,,,
SIP-620,HAU-005,U3 X3 ,WALL SIP MGO 155 x 305 x 2750 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2751,354,155,U3 X3 R,,,,
SIP-635,HAU-005,U3 X3 ,WALL SIP MGO 155 x 610 x 2440mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2440,661,157,U3 X3 L,,,,
SIP-640,HAU-005,U3 X3 ,WALL SIP MGO 155 x 610 x 2750 mm - Middle,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2751,656,155,U3 X3 R,,,,
SIP-658,HAU-005,U3 X3 ,WALL SIP MGO 155 x 610 x 2750 mm - Right End,1,unit,SIP_PANELS,WALL_PANEL,STANDARD_FIXED,Second,,,2751,658,155,U3 X3 R,,,,
SIP-93,HAU-005,U3 X3 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 900 mm Opening - Neutral,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,First,,,2640,1110,110,U3 X3 L,,,,
SIP-98,HAU-005,U3 X3 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 900 mm Opening - Right End,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,Ground,,,2616,1124,110,U3 X3 R,,,,
SIP-99,HAU-005,U3 X3 ,DOOR SIP MGO 110 x 1075 x 2630 mm - 900 mm Opening - Right End,1,unit,SIP_PANELS,DOOR_PANEL_UNIT,STANDARD_FIXED,First,,,2616,1124,110,U3 X3 L,,,,
CHA-109,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 G L,,,,
CHA-110,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 G R,,,,
CHA-111,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,460,12200,2441,U3 X3 G L,,,,
CHA-112,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,460,12200,2441,U3 X3 G L,,,,
CHA-127,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 G L,,,,
CHA-128,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U3 X3 G R,,,,
CHA-129,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,460,12200,2441,U3 X3 G L,,,,
CHA-130,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,460,12200,2441,U3 X3 G L,,,,
CHA-132,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - One-Third Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,458,12200,2441,U3 X3 G R,,,,
CHA-134,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - One-Third Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,458,12200,2441,U3 X3 G R,,,,
CHA-14,HAU-006,U3 X3 G,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,302,2680,60,U3 X3 G R,,,,
CHA-145,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,2973,12200,2476,U3 X3 G R,,,,
CHA-148,HAU-006,U3 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Two-Thirds Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,2973,12200,2476,U3 X3 G R,,,,
CHA-15,HAU-006,U3 X3 G,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,302,2680,60,U3 X3 G R,,,,
CHA-159,HAU-006,U3 X3 G,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 G L,,,,
CHA-16,HAU-006,U3 X3 G,1-3 - BEAM - CEILING - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Second,,,302,2680,60,U3 X3 G R,,,,
CHA-160,HAU-006,U3 X3 G,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 G R,,,,
CHA-169,HAU-006,U3 X3 G,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 G L,,,,
CHA-170,HAU-006,U3 X3 G,3-3 - CHASSIS - FOOTING - 1X,12,unit,CHASSIS,CHASSIS_FOOTING,STANDARD_FIXED,Foundation,,,509,554,554,U3 X3 G R,,,,
CHA-181,HAU-006,U3 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 G L,,,,
CHA-182,HAU-006,U3 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 G R,,,,
CHA-191,HAU-006,U3 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 G L,,,,
CHA-192,HAU-006,U3 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U3 X3 G R,,,,
CHA-215,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,134,U3 X3 G R,,,,
CHA-216,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,134,U3 X3 G R,,,,
CHA-22,HAU-006,U3 X3 G,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,301,2680,60,U3 X3 G R,,,,
CHA-225,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,121,U3 X3 G R,,,,
CHA-226,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,121,U3 X3 G R,,,,
CHA-227,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,121,U3 X3 G R,,,,
CHA-23,HAU-006,U3 X3 G,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,301,2680,60,U3 X3 G R,,,,
CHA-237,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,120,60,U3 X3 G R,,,,
CHA-238,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,120,60,U3 X3 G R,,,,
CHA-239,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,120,60,U3 X3 G R,,,,
CHA-24,HAU-006,U3 X3 G,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Second,,,301,2680,60,U3 X3 G R,,,,
CHA-249,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,120,60,U3 X3 G R,,,,
CHA-250,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE,8,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,120,60,U3 X3 G R,,,,
CHA-251,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,120,60,U3 X3 G R,,,,
CHA-276,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U3 X3 G R,,,,
CHA-277,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,12200,61,U3 X3 G R,,,,
CHA-296,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U3 X3 G R,,,,
CHA-297,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,12200,61,U3 X3 G R,,,,
CHA-30,HAU-006,U3 X3 G,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Ground,,,301,2680,60,U3 X3 G R,,,,
CHA-31,HAU-006,U3 X3 G,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,First,,,301,2680,60,U3 X3 G R,,,,
CHA-32,HAU-006,U3 X3 G,1-3 - BEAM- FLOOR - Studs,2,unit,CHASSIS,CHASSIS_BEAM,STANDARD_FIXED,Second,,,301,2680,60,U3 X3 G R,,,,
CHA-323,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X3 G L,,,,
CHA-324,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X3 G R,,,,
CHA-325,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X3 G L,,,,
CHA-326,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X3 G R,,,,
CHA-327,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X3 G L,,,,
CHA-328,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X3 G R,,,,
CHA-329,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U3 X3 G L,,,,
CHA-330,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,3,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U3 X3 G R,,,,
CHA-352,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X3 G L,,,,
CHA-353,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U3 X3 G R,,,,
CHA-354,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X3 G L,,,,
CHA-355,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U3 X3 G R,,,,
CHA-356,HAU-006,U3 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U3 X3 G L,,,,
