BoM_Item_ID,Parent_Model_ID,Hausa_Model_Name,Component_Name,Quantity,Unit_of_Measure,Category_Key,SubCategory_Key,Quality_Key,Story,2D Symbol,3D Axonometry,Height (Z Size),Length (A),Width (B),Related Zone Number,Building Materials (All),2D_Symbol_URL,3D_Axonometry_URL,Imported_To_Project
CHA-174,HAU-003,U2 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U2 X3 G R,,,,
CHA-183,HAU-003,U2 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U2 X3 G L,,,,
CHA-184,HAU-003,U2 X3 G,3-3 - CHASSIS - FOUNDATIONS - 40 x 8 x 9 - Grid - Studs,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,302,12200,2441,U2 X3 G R,,,,
CHA-201,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,12200,121,U2 X3 G R,,,,
CHA-205,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,12200,121,U2 X3 G R,,,,
CHA-209,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,134,U2 X3 G R,,,,
CHA-217,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,121,U2 X3 G R,,,,
CHA-218,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,121,U2 X3 G L,,,,
CHA-219,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,121,U2 X3 G R,,,,
CHA-258,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,11,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U2 X3 G L,,,,
CHA-259,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U2 X3 G R,,,,
CHA-260,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U2 X3 G R,,,,
CHA-261,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,12200,61,U2 X3 G L,,,,
CHA-262,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,12200,61,U2 X3 G R,,,,
CHA-263,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U2 X3 G R,,,,
CHA-264,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,3,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,12200,61,U2 X3 G L,,,,
CHA-265,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U2 X3 G R,,,,
CHA-278,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,11,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U2 X3 G L,,,,
CHA-279,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,300,12200,61,U2 X3 G R,,,,
CHA-280,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U2 X3 G R,,,,
CHA-281,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,2,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,12200,61,U2 X3 G L,,,,
CHA-282,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,300,12200,61,U2 X3 G R,,,,
CHA-283,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U2 X3 G R,,,,
CHA-284,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,3,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,300,12200,61,U2 X3 G L,,,,
CHA-285,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS,5,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U2 X3 G R,,,,
CHA-302,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U2 X3 G L,,,,
CHA-303,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U2 X3 G R,,,,
CHA-304,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U2 X3 G L,,,,
CHA-305,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U2 X3 G L,,,,
CHA-306,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U2 X3 G L,,,,
CHA-331,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U2 X3 G L,,,,
CHA-332,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,73,U2 X3 G R,,,,
CHA-333,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,291,12200,73,U2 X3 G L,,,,
CHA-334,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,73,U2 X3 G L,,,,
CHA-335,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,73,U2 X3 G L,,,,
CHA-364,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U2 X3 G L,,,,
CHA-365,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U2 X3 G R,,,,
CHA-366,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,60,U2 X3 G L,,,,
CHA-367,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,60,U2 X3 G R,,,,
CHA-368,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,60,U2 X3 G L,,,,
CHA-37,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U2 X3 G L,,,,
CHA-38,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12200,2441,U2 X3 G L,,,,
CHA-383,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U2 X3 G L,,,,
CHA-384,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,291,12200,60,U2 X3 G R,,,,
CHA-385,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,60,U2 X3 G L,,,,
CHA-386,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,First,,,291,12200,60,U2 X3 G R,,,,
CHA-387,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - DOUBLE - 2 LINEAR COLUMNS - NO HOLES,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,291,12200,60,U2 X3 G L,,,,
CHA-39,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Second,,,302,12200,2441,U2 X3 G L,,,,
CHA-40,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Second,,,302,12200,2441,U2 X3 G R,,,,
CHA-402,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 4 BOLTS,4,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,290,120,73,U2 X3 G L,,,,
CHA-403,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE - 4 BOLTS,7,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Foundation,,,290,120,73,U2 X3 G R,,,,
CHA-411,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE X2 - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,290,12200,134,U2 X3 G R,,,,
CHA-412,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE X2 - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,290,12200,134,U2 X3 G R,,,,
CHA-414,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE X2 - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Ground,,,290,12200,134,U2 X3 G R,,,,
CHA-415,HAU-003,U2 X3 G,3-3 - COLUMNS - CONNECTOR - SINGLE X2 - 2 LINEAR COLUMNS - 4 BOLTS,1,unit,CHASSIS,CHASSIS_CONNECTOR,STANDARD_FIXED,Second,,,290,12200,134,U2 X3 G R,,,,
CHA-424,HAU-003,U2 X3 G,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U2 X3 G L,,,,
CHA-425,HAU-003,U2 X3 G,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U2 X3 G R,,,,
CHA-434,HAU-003,U2 X3 G,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U2 X3 G L,,,,
CHA-435,HAU-003,U2 X3 G,3-3 - COLUMNS - FOUNDATION - ALL - 40 x 8 x 2770 mm,1,unit,CHASSIS,CHASSIS_FOUNDATION,STANDARD_FIXED,Foundation,,,2097,12200,2441,U2 X3 G R,,,,
CHA-450,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,2,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2269,12200,2441,U2 X3 G L,,,,
CHA-451,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,2,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2269,12200,2441,U2 X3 G R,,,,
CHA-452,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2259,12200,2441,U2 X3 G L,,,,
CHA-453,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2259,12200,2441,U2 X3 G R,,,,
CHA-454,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Second,,,2267,12200,2442,U2 X3 G L,,,,
CHA-455,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Second,,,2263,12200,2441,U2 X3 G R,,,,
CHA-478,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,2,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2269,12200,2441,U2 X3 G L,,,,
CHA-479,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,2,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Ground,,,2269,12200,2441,U2 X3 G R,,,,
CHA-480,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2259,12200,2441,U2 X3 G L,,,,
CHA-481,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,First,,,2259,12200,2441,U2 X3 G R,,,,
CHA-482,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Second,,,2267,12200,2442,U2 X3 G L,,,,
CHA-483,HAU-003,U2 X3 G,3-3 - COLUMNS - MAIN 4 ENDS - 40 x 8 x 2440 mm,1,unit,CHASSIS,CHASSIS_COLUMN,STANDARD_FIXED,Second,,,2263,12200,2441,U2 X3 G R,,,,
CHA-524,HAU-003,U2 X3 G,ROOF CHASSIS 1-in-12 - Double C Beam - Low End for Gutter,1,unit,CHASSIS,CHASSIS_ROOF,STANDARD_FIXED,Roof,,,630,12201,2443,U2 X3 G L,,,,
CHA-525,HAU-003,U2 X3 G,ROOF CHASSIS 1-in-12 - Double C Beam - Low End for Gutter,1,unit,CHASSIS,CHASSIS_ROOF,STANDARD_FIXED,Roof,,,630,12201,2443,U2 X3 G R,,,,
CHA-54,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U2 X3 G L,,,,
CHA-55,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12200,2441,U2 X3 G L,,,,
CHA-56,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Second,,,302,12200,2441,U2 X3 G L,,,,
CHA-57,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Second,,,302,12200,2441,U2 X3 G R,,,,
CHA-73,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U2 X3 G R,,,,
CHA-74,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12200,2441,U2 X3 G R,,,,
CHA-76,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,Ground,,,302,12200,2441,U2 X3 G R,,,,
CHA-77,HAU-003,U2 X3 G,3-3 - CHASSIS - CEILING - NON-BOARDED - 40 x 8 x 9 - Quarter Grid - Studs,1,unit,CHASSIS,CHASSIS_CEILING,STANDARD_FIXED,First,,,302,12200,2441,U2 X3 G R,,,,
CHA-95,HAU-003,U2 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U2 X3 G L,,,,
CHA-96,HAU-003,U2 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Ground,,,460,12200,2441,U2 X3 G R,,,,
CHA-97,HAU-003,U2 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,First,,,460,12200,2441,U2 X3 G L,,,,
CHA-98,HAU-003,U2 X3 G,3-3 - CHASSIS - FLOOR - 40 x 8 x 9 - Full Grid - Studs,1,unit,CHASSIS,CHASSIS_FLOOR,STANDARD_FIXED,Second,,,460,12200,2441,U2 X3 G L,,,,
DOO-100,HAU-003,U2 X3 G,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-102,HAU-003,U2 X3 G,Pocket Door 27,1,unit,DOORS,POCKET_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 G L,,,,
DOO-115,HAU-003,U2 X3 G,Sliding Door 26,1,unit,DOORS,SLIDING_DOOR,BASIC,Ground,,,2.096×2.395,0,2395,U3 X3 G L,,,,
DOO-116,HAU-003,U2 X3 G,Sliding Door 26,1,unit,DOORS,SLIDING_DOOR,BASIC,Ground,,,2.096×2.395,0,2395,U2 X2 L,,,,
DOO-61,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,"Ground, ",,,900×2.100,0,2100,U2 X2 L,,,,
DOO-62,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,"Ground, ",,,935×2.100,0,2100,U2 X3 L,,,,
DOO-63,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,"Ground, ",,,900×2.100,12,2112,U2 X3 G L,,,,
DOO-64,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U3 X3 G L,,,,
DOO-65,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-66,HAU-003,U2 X3 G,Door 26,2,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-67,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 G L,,,,
DOO-68,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X2 L,,,,
DOO-69,HAU-003,U2 X3 G,Door 26,2,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X3 L,,,,
DOO-70,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U2 X3 G L,,,,
DOO-71,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,900×2.100,0,2100,U3 X2 L,,,,
DOO-72,HAU-003,U2 X3 G,Door 26,1,unit,DOORS,INTERIOR_DOOR,BASIC,Second,,,723×2.100,0,2100,U3 X3 L,,,,
DOO-74,HAU-003,U2 X3 G,Door with 2 Sidelights and Transom 26,1,unit,DOORS,EXTERIOR_DOOR,BASIC,Ground,,,2.136×2.400,129,2529,U2 X2 L,,,,
DOO-80,HAU-003,U2 X3 G,Garage Double Door 26,1,unit,DOORS,GARAGE_DOOR,BASIC,Ground,,,2.300×2.100,132,2232,U2 X2 L,,,,
DOO-98,HAU-003,U2 X3 G,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,First,,,900×2.100,0,2100,U2 X3 G L,,,,
DOO-99,HAU-003,U2 X3 G,Pocket Door 26,1,unit,DOORS,POCKET_DOOR,BASIC,Second,,,900×2.100,0,2100,Related Zone Number,,,,
FIN-15,HAU-003,U2 X3 G,Triple Window 26,2,unit,ENVELOPE,BLINDS_SHADES,BASIC,Ground,,,2.057×1.341,1698,357,U3 X3 L,,,,
FIN-16,HAU-003,U2 X3 G,3-Sash Sliding Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,First,,,1.869×1.876,656,2532,U3 X3 G L,,,,
FIN-17,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,First,,,1.829×1.877,652,2529,U2 X2 L,,,,
FIN-18,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,First,,,876×1.356,1179,2535,U2 X3 L,,,,
FIN-19,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,First,,,904×1.356,1190,2546,U2 X3 G L,,,,
FIN-20,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,First,,,486×1.308,1221,2529,U3 X2 L,,,,
FIN-21,HAU-003,U2 X3 G,Double Sash Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,Second,,,1.872×1.978,590,2568,U3 X3 L,,,,
FIN-22,HAU-003,U2 X3 G,Double Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,Second,,,1.841×1.908,608,2516,U3 X3 G L,,,,
FIN-23,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,Second,,,904×1.356,1190,2546,U2 X2 L,,,,
FIN-24,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,Second,,,904×1.356,1190,2546,U2 X3 L,,,,
FIN-25,HAU-003,U2 X3 G,Window 26,1,unit,ENVELOPE,BLINDS_SHADES,BASIC,Second,,,499×1.356,1190,2546,U2 X3 G L,,,,
MEP-15,HAU-003,U2 X3 G,Triple Window 26,2,unit,MEP,LIGHTING,BASIC,Ground,,,2.057×1.341,1698,357,U3 X3 L,,,,
MEP-16,HAU-003,U2 X3 G,3-Sash Sliding Window 26,1,unit,MEP,LIGHTING,BASIC,First,,,1.869×1.876,656,2532,U3 X3 G L,,,,
MEP-17,HAU-003,U2 X3 G,Window 26,1,unit,MEP,LIGHTING,BASIC,First,,,1.829×1.877,652,2529,U2 X2 L,,,,
MEP-18,HAU-003,U2 X3 G,Window 26,1,unit,MEP,LIGHTING,BASIC,First,,,876×1.356,1179,2535,U2 X3 L,,,,
MEP-19,HAU-003,U2 X3 G,Window 26,1,unit,MEP,LIGHTING,BASIC,First,,,904×1.356,1190,2546,U2 X3 G L,,,,
